#1;0;0;0;0;0;0;0;0
"#Heat demand profiles as used in the project IntegraNet (GWI/UMSICHT). Calculated based on different sources. For details see:  Gemeinsamer Abschlussbericht des Forschungsvorhabens IntegraNet: ""Integrierte Betrachtung von Strom-, Gas- und Wärmesystemen zur modellbasierten Optimierung des Energieausgleichs- und Transportbedarfs innerhalb der deutschen Energienetze"", Benthin et al. (2020)";;;;;;;;
#;6WE_26;6WE_14;6WE_32;6WE_8;6WE_9;6WE_16;6WE_20;6WE_18
double default(8761,9);;;;;;;;
28008000;0;342.649353;0;8226.544922;9924.055664;438.2252808;1128.689575;339.8497009
28011600;549.0324097;737.3253174;932.3868408;4465.411133;7943.543945;906.0141602;1053.886719;1018.32959
28015200;585.4627686;917.1608276;839.9052124;11226.4248;11729.89844;1192.318237;1413.935669;1010.458984
28018800;1244.307007;1903.498657;2191.347412;13598.84277;13463.97266;1734.258423;1531.396851;2051.426514
28022400;3248.153076;2315.688232;1731.753784;15956.82031;15176.46191;2995.908447;2500.03125;1654.330688
28026000;852.6063843;1666.451904;1895.678101;15092.21289;14514.62207;1857.672241;2085.887939;3087.875244
28029600;7314.544434;7773.057129;3724.012451;21775.77344;24674.20703;2498.313477;3822.064453;5457.308105
28033200;6203.107422;5685.760742;2849.456055;21849.3457;21404.48633;3285.251953;1325.244385;5264.657227
28036800;5453.412598;7694.159668;6000.893066;21201.91602;24108.62891;6457.5;3806.348877;2628.0625
28040400;2195.766113;3452.5625;3271.443604;19162.94922;20023.70117;4975.204102;2029.326172;2765.875732
28044000;3810.794434;3833.744629;2953.549805;20275.04102;20640.08008;2931.234375;2632.556396;2965.561279
28047600;1010.438477;891.5681152;997.215271;15921.12695;17057.91406;1077.240967;624.6488647;1248.429932
28051200;329.4640808;38.54579163;0;17392.67578;16282.79102;330.4667969;0;185.3787079
28054800;0;0;0;12156.97559;12621.44727;0;0;0
28058400;0;0;0;12444.83301;13387.83496;0;0;0
28062000;0;0;0;15304.67773;14411.39648;0;0;0
28065600;0;0;502.9520874;17814.60938;16924.16211;0;0;0
28069200;0;198.894104;121.8515472;13998.06934;14288.28906;0;0;624.2825317
28072800;1975.440186;619.3141479;1607.414551;17391.5;16225.71582;1769.769409;0;534.0411377
28076400;1257.049438;1189.25647;1882.713257;15663.62988;15317.05273;672.2696533;226.7050476;562.6029053
28080000;954.8500977;502.4551697;1559.149292;15401.9248;13979.82227;0;613.2084961;0
28083600;1884.730713;733.4032593;1304.034668;15844.65039;15464.53516;1309.315796;880.4900513;0
28087200;1614.835815;1094.031982;2462.168945;17384.5918;15942.41113;63.52769852;805.0735474;0
28090800;694.9244385;668.8045654;88.49362183;13165.11816;10168.59766;0;604.1804199;838.8886108
28094400;0;464.2615662;536.9494019;11576.12305;13548.66699;0;636.8988647;419.5547791
28098000;563.8543091;815.6019287;1143.930786;5614.022461;10069.48535;946.2158203;1711.79187;1091.771973
28101600;626.15802;895.2798462;762.4557495;13962.62402;14598.90625;1663.08667;1464.046631;1028.081909
28105200;1496.86438;1830.956299;1823.095337;16383.36816;15966.30176;1854.936157;1647.50647;1961.463501
28108800;3177.512451;1396.943359;1741.512451;18288.23047;17229.16797;2590.84668;2506.047363;1619.450928
28112400;2008.99231;1518.096069;1882.450928;16861.43164;14939.50488;2036.275757;1921.539063;2459.912354
28116000;7233.959961;7422.979492;4325.359863;23506.43359;25967.95898;2620.095947;4287.338379;5243.262207
28119600;5063.102051;4928.978027;2109.474121;22267.79297;22320.82227;3015.297852;798.7858276;5116.133301
28123200;5027.894531;6688.380859;3760.515381;22472.90625;24217.53516;5872.984863;2313.106689;3184.746826
28126800;3314.323242;2718.324707;3965.931885;21023.69336;20240.36523;4169.115723;1414.204834;2596.226074
28130400;4266.179199;3395.434082;3165.778564;21995.66211;21051.42969;2728.057617;2736.515381;2939.404297
28134000;1731.271118;1272.304932;1492.827637;18729.58203;17557.73242;978.821167;1342.342529;1636.021729
28137600;727.4206543;416.5279846;179.2282257;18290.64063;16153.69629;321.9480896;75.17269135;887.0967407
28141200;430.7272949;608.7429199;196.884613;14186.1582;14975.1748;423.5545349;0;668.824707
28144800;1211.332275;1639.789307;511.0593262;16726.0293;17422.48438;1282.80249;474.5278931;1773.662231
28148400;2771.302002;1701.626953;535.4633789;17531.01563;18325.04492;934.1824951;700.3131104;2599.682373
28152000;2985.487305;3871.111816;3672.008789;18500.36523;18701.59375;1622.564209;1196.397217;2198.400146
28155600;1628.253662;1249.54834;1586.454468;15460.59766;14367.55859;1090.414307;545.390564;1649.403564
28159200;2706.262451;1240.157471;3453.635986;17446.07422;16991.10938;1896.685547;1382.940186;2592.268799
28162800;1831.197632;1170.36145;2637.384766;14340.82617;15709.55664;1623.388794;780.5731812;1889.262329
28166400;1075.049438;792.0671997;1702.583252;14498.22363;13721.85645;263.5310669;571.1737671;569.5570679
28170000;1951.166016;764.9199829;2431.123047;16030.89355;16565.58398;2308.898438;1193.403564;421.919342
28173600;1652.145386;1622.393555;1488.90686;16027.46289;16087.74902;417.0016174;659.3703613;1771.597778
28177200;144.754776;460.8918457;383.7282104;11607.01367;8785.142578;780.649292;1008.143188;1253.992188
28180800;0;401.1672363;407.8249512;10011.88379;11545.76758;570.8873901;1139.531006;611.2022705
28184400;492.432373;514.2121582;735.4049072;4839.186035;8680.40625;837.8676147;1546.882446;996.7443848
28188000;546.8206787;477.0007019;754.4902344;11826.66113;11584.9209;834.8953857;1285.529663;602.2506714
28191600;1137.207764;1536.934814;1757.769043;13423.40332;12660.06836;1410.601929;1599.01709;1971.379883
28195200;2727.138916;1199.861084;1322.794678;14742.77734;13724.83984;2565.283447;1885.514648;1242.694824
28198800;1435.592285;1234.475586;1534.59729;12925.18164;12589.86914;1591.567383;1648.270142;2222.422363
28202400;5556.541992;7757.737305;4162.810059;18491.16992;21701.05859;2475.489014;3625.7146;4084.578857
28206000;5029.413086;4437.709961;4077.010742;18490.62695;18264.89258;2775.231689;868.494873;4548.751953
28209600;3085.071533;5770.747559;3883.210938;16650.11914;19843.08594;5450.293945;1628.345947;1990.129517
28213200;1918.179688;2960.641357;1627.727905;13774.26074;16884.21289;3382.314209;1257.879517;1993.867554
28216800;2686.283203;3210.737549;1325.728149;14705.1543;16860.1543;2304.217773;1685.178101;2070.613281
28220400;938.9641724;2069.267334;778.9235229;13197.86133;14291.93066;1375.890625;831.571167;2096.172607
28224000;2028.821533;2497.155029;727.6958008;16331.41699;15431.90137;1465.051514;989.7333374;2624.031738
28227600;91.62441254;1517.848022;651.2227783;11033.54297;13043.8584;1268.339966;583.0516968;1403.920776
28231200;1133.27771;1652.371216;749.5198364;12418.39551;13490.75977;1409.685303;738.8549805;1410.487915
28234800;1992.328613;1687.100342;684.5524292;13994.49707;12557.02734;763.8191528;847.9291382;1480.928955
28238400;3672.903564;3164.85376;2561.68457;14967.94043;12048.33496;1262.564331;796.0246582;1115.028198
28242000;540.0124512;665.8270264;356.8589783;10992.03613;11516.25781;83.9852829;588.703186;53.98789978
28245600;1797.835327;1368.686279;1102.446899;12785.27441;12141.9707;1236.691162;657.9362183;918.5374756
28249200;1185.897095;1087.029175;669.239502;8692.058594;11454.90332;108.4807281;363.5742188;540.0971069
28252800;1032.381714;552.649292;432.7542114;9510.666992;10271.36328;167.9340057;648.6019897;594.1361694
28256400;1688.711426;540.1338501;1889.421509;10894.98438;11594.5957;1419.438477;775.8237915;185.8968658
28260000;1277.608887;1814.206665;1486.223145;12843.85352;12115.68359;461.4296265;936.7971802;1094.318237
28263600;223.8100586;193.9021301;496.0133362;8152.960449;5310.789551;456.9534912;894.6464233;735.3052979
28267200;0;126.7622681;512.56427;5989.148926;8008.179688;183.3560791;1133.621948;183.1397095
28270800;385.7050171;526.6700439;797.4545898;3590.326416;6575.094238;513.8104858;1391.473022;789.6606445
28274400;459.2781982;607.8398438;351.8405457;8109.582031;8940.095703;482.1303406;1072.219849;558.2330933
28278000;466.6841736;1435.044434;1424.653442;10375.66016;9967.113281;685.4492188;1110.61731;482.0009155
28281600;1288.192993;1005.540588;923.8659058;11936.04883;10740.9873;1721.606934;1473.790405;1108.228149
28285200;635.9289551;893.3505859;1229.223022;10471.95801;9736.9375;1177.688232;1454.859741;1258.814331
28288800;5182.983398;5866.427246;3852.479736;15597.71191;18230.51758;1965.731689;3303.930908;3457.528564
28292400;4955.660156;4479.129395;5045.455566;15999.65527;15773.15918;2684.953857;1609.491943;4753.370117
28296000;3947.646973;5845.050293;4289.402344;15414.52441;16822.01172;5122.974609;2597.579102;2266.441162
28299600;2215.123779;1311.842529;2578.123535;13883.48828;12746.06055;1571.254517;1176.126709;1083.647949
28303200;2257.742676;1434.569092;2008.671265;14068.34863;12823.89258;953.4537354;1221.451294;1588.305908
28306800;1328.900879;233.0366516;703.5133057;9735.334961;8913.915039;631.6824341;433.3088074;836.882019
28310400;1878.084351;698.6338501;1020.055786;12277.76855;11598.16406;1410.904175;1044.450195;1127.296265
28314000;906.2445068;893.2009277;36.13424301;7577.84375;8389.05957;452.6071777;434.8180237;415.9671326
28317600;964.7449341;594.6611328;518.1792603;9734.921875;8597.767578;149.9258423;545.8511353;573.9836426
28321200;347.9162598;358.3022766;88.53847504;8889.112305;10233.78223;69.58358765;347.9064636;1213.706909
28324800;137.7838745;589.229126;248.4737549;9353.756836;8879.889648;903.5096436;41.63337708;691.4275513
28328400;0;771.3563843;186.0726013;7166.57373;8708.670898;882.2903442;537.3388672;944.6661377
28332000;842.1654053;398.9621887;1077.603394;10443.48145;8366.230469;674.7890015;278.1488037;1585.068481
28335600;0;663.6920776;861.9865112;8260.258789;9847.50293;2508.006592;497.6358643;1425.420898
28339200;751.3985596;696.4378662;848.3717651;9401.65625;10306.94531;1367.109619;272.6889343;1231.024292
28342800;1140.310791;1287.677368;364.0134277;9486.27832;9343.998047;1552.344604;1026.452637;964.7030029
28346400;930.5891113;1001.529724;1055.422241;11162.58594;9805.431641;232.8539734;913.9008789;1817.344849
28350000;0;0;0;6926.955078;3277.826416;182.6344147;923.3786621;831.036499
28353600;0;0;0;3952.907959;5675.755859;198.0371094;1135.497192;0
28357200;385.0857239;0;0;3239.736572;5419.37207;623.5465698;1316.348267;543.0518799
28360800;392.2641296;217.3899994;203.4939423;7360.816406;7870.754883;688.1066895;1106.060303;289.4986267
28364400;441.7297363;478.8202515;1607.543579;10144.63184;9687.830078;1104.820068;1280.028198;1666.076782
28368000;2478.630615;459.1872253;1117.214355;11757.26074;10647.08008;2153.298584;1674.016846;1277.605713
28371600;1040.148193;419.6340942;1399.190796;10246.36035;10188.83301;1455.234497;1601.764893;1517.123047
28375200;4765.197266;6313.335449;4038.160889;16118.91406;18782.50781;2410.648438;3579.451416;3950.069092
28378800;4374.435059;3832.937256;3055.471191;16023.24902;16091.9248;3095.706787;1235.012207;4986.608398
28382400;4324.50293;5496.236816;4558.760742;16574.16211;17352.97266;5389.760254;1884.378662;2426.561279
28386000;1337.889648;1419.524658;2111.554199;12725.10352;11940.83008;2891.099854;775.6218262;1345.740234
28389600;1339.846313;659.848877;1270.807617;13352.53516;11577.4541;1535.170166;1331.850952;950.3266602
28393200;718.104248;417.546936;647.4205322;10344.48828;6886.258301;251.9089966;607.399231;258.4230347
28396800;1409.41626;594.2355347;1040.620483;12733.84473;8061.669434;558.8461914;351.9450073;523.6002808
28400400;0;448.7387085;0;8422.21875;6171.199219;900.8006592;723.5527954;280.0812378
28404000;85.59305573;59.03952026;0;8191.179199;7648.473633;343.6342163;512.7225342;134.681076
28407600;0;0;0;6480.29541;6853.602539;0;0;164.2095337
28411200;0;0;0;8550.177734;5172.889648;0;0;0
28414800;0;0;0;8807.44043;3872.955322;0;0;0
28418400;0;0;0;11645.49121;7551.159668;0;0;966.6617432
28422000;322.3559875;144.9648895;0;7241.044434;9089.166992;0;0;0
28425600;329.0457764;368.1558228;0;8832.083008;9020.767578;0;0;0
28429200;1107.758545;291.2180481;1194.260254;11364.52832;11087.58691;0;0;0
28432800;850.5375366;577.4607544;1259.335449;11384.89551;11676.70215;0;369.5875549;588.2012329
28436400;0;0;0;6700.574219;5326.85791;395.5517273;797.1226196;665.923584
28440000;0;0;0;6097.374023;8068.488281;0;959.4298706;0
28443600;336.1665955;318.4609985;0;3396.975342;6029.685547;0;918.2786865;196.8100281
28447200;476.3937073;331.50177;0;8909.819336;9292.841797;0;954.8162842;633.1654053
28450800;517.4362183;418.7492981;1308.905518;11693.3877;10973.83398;633.3762207;1317.806519;516.6437378
28454400;1431.599609;745.2721558;1155.627075;12899.9248;11698.05469;1603.448486;1655.417847;1012.798767
28458000;541.1965942;957.3243408;1477.830688;11791.91602;10652.96094;1073.620361;1592.669678;1625.096436
28461600;5864.179688;5156.527832;4098.210938;17707.45703;19044.13672;949.9616089;3700.318359;3469.928223
28465200;4890.337402;2346.270508;2515.225342;17011.40234;16158.64746;850.2363892;729.5264893;4364.554688
28468800;3635.153076;4629.038574;2731.179443;16041.81934;17946.01172;4017.43457;1371.578369;2109.044434
28472400;2005.892822;1837.232788;1809.334106;14443.19043;14801.93457;3356.47583;1355.335083;1831.597412
28476000;2598.097168;1931.052734;1259.76001;15850.62695;14450.00488;2235.134277;1806.658081;2635.156006
28479600;1844.618652;962.8000488;974.9882202;13915.98926;13137.11328;1382.399536;1666.648804;1877.215454
28483200;2616.046143;955.7506104;1114.067139;15658.61523;14457.71875;2062.522949;1132.577393;2292.686279
28486800;1055.860962;642.0886841;46.61129761;10559.0625;10969.42773;781.4334106;797.5783081;858.7869873
28490400;447.0672913;408.8104553;309.5480957;11472.54688;11193.2832;444.7729797;536.7227783;826.4488525
28494000;119.2431641;85.6679306;0;10798.88379;10951.4209;0;0;430.5230103
28497600;228.8096466;1539.631714;1482.791138;11814.73145;12974.52539;377.849884;0;12.30791759
28501200;54.25447845;377.1224365;283.394928;10938.91895;10624.65918;165.9480743;0;472.227478
28504800;2175.174316;766.7105103;1480.839355;14297.61719;13102.13379;676.9092407;914.8352661;1385.745117
28508400;1173.532349;727.8954468;658.5401001;10582.41016;10973.42969;1482.990356;234.2254333;1416.402344
28512000;904.1437988;673.1959229;860.6123047;10173.38965;10813.00879;192.8498535;0;450.0065613
28515600;1612.799561;904.4404297;1673.646729;13039.08691;12598.86035;29.09535217;172.5740204;13.45927238
28519200;1160.611938;1800.031006;1519.227173;13760.84277;12848.6416;348.0582275;720.5094604;1049.891602
28522800;28.37636757;370.2658691;0;9152.245117;6833.29541;663.5365601;684.8179321;74.99567413
28526400;6.733392715;90.35288239;0;8408.53125;9683.675781;419.0837097;1018.560852;663.9067993
28530000;496.7974243;620.862793;409.890686;4379.04834;7705.212402;347.026062;1034.189209;934.6403198
28533600;498.8895874;678.317627;696.4456787;10868.7041;10893.20117;704.9152222;1312.130127;757.7403564
28537200;2060.135742;1651.886963;1935.928467;12831.26074;12015.5752;1256.75061;1743.276733;1859.783936
28540800;3176.91333;1196.608521;1559.098022;14755.94727;13585.64063;2170.946289;2141.923828;1499.065186
28544400;1921.318604;1236.668335;1903.750122;13353.36621;12571.92285;1875.469116;1900.443604;2426.614746
28548000;6592.77832;7980.998047;4441.860352;19744.47266;22004.76563;2576.294189;4249.452637;4827.462402
28551600;5470.935059;4864.478516;3620.241211;19404.10547;19194.28516;2849.30957;828.2431641;4434.510254
28555200;4089.474854;6826.428711;4023.62915;19208.83203;21663.30273;6206.772949;2391.018799;2735.583252
28558800;2897.567383;3002.552002;3196.731689;17638.70508;17839.69727;4413.282715;1450.990845;2634.320068
28562400;3264.52417;3456.986816;1506.509277;18179.63867;17389.91016;2817.862549;2131.557861;2214.994385
28566000;1323.42981;1336.303101;760.3527832;15228.99707;14728.20605;1381.94458;1681.965576;1817.025635
28569600;2468.563232;1804.281616;944.4558105;17099.45508;16162.13867;1849.475342;1592.464233;1728.772949
28573200;305.6877747;480.3282471;251.3853302;12169.18555;12515.57227;456.5372925;594.6929321;433.750946
28576800;49.12698364;166.9887238;0;11700.31641;12291.92383;0;0;226.2960663
28580400;0;0;0;9760.914063;13009.5459;0;0;561.9524536
28584000;1072.104492;2409.575684;1188.986816;13659.10059;15971.5791;714.9271851;0;296.9383545
28587600;591.7269287;1196.59436;312.4215088;12473.74414;11221.79004;502.4130554;590.9237671;955.2853394
28591200;2976.249512;1080.074585;1613.831787;15743.49316;12111.06543;364.4744873;847.1848145;1733.127319
28594800;1804.984009;997.2791138;1971.590698;12832.93066;12187.4541;957.8919067;469.4880981;1068.080566
28598400;871.0274048;764.0556641;1236.639526;11991.83008;11325.12305;0;269.8135986;0
28602000;2476.186035;558.2392578;2397.356445;13730.23145;13960.33496;417.0915222;1140.843994;0
28605600;2107.618896;651.1300659;2112.053711;13537.14746;14504.95508;150.7008362;966.4393921;1505.838135
28609200;8.687561989;455.5435791;93.45466614;9935.102539;7848.901855;306.3857422;1144.399902;951.9832764
28612800;0;415.658905;111.4009857;9423.022461;10868.09961;493.3599548;1501.370117;744.6012573
28616400;524.8823242;772.6546021;1199.034302;4709.112793;8358.824219;798.5317383;1764.65332;1031.524902
28620000;548.6727295;704.9337158;1002.527283;11566.49902;11511.12305;753.4216919;1429.224976;771.8687744
28623600;1808.414795;1730.583008;1990.182129;13406.01563;12995.11035;1369.680298;1497.590698;1921.608032
28627200;3055.053711;1110.376709;1605.006714;15442.07227;13840.53516;2286.744385;1947.973511;1493.139526
28630800;1804.862549;1198.641357;1980.68103;13934.87207;13155.40332;1856.383545;1901.842529;2029.529175
28634400;6339.855957;7509.677734;4333.437012;19261.23633;21720.39258;2388.245117;3920.982178;3063.286377
28638000;5745.165039;5014.3125;3151.196045;19776.69141;19348.21094;2752.420654;1043.326782;4467.98877
28641600;4529.235352;6563.449707;5575.27832;19959.00586;21155.33984;6350.200195;1999.82312;2545.532227
28645200;2916.69165;2739.049072;3301.027344;17603.65234;17343.61719;3599.00415;1350.783936;2403.948242
28648800;3688.426514;2827.148682;1873.595947;17682.67578;17099.20117;2892.234375;2186.603516;2489.938721
28652400;1606.985107;1816.64856;744.5892334;15511.57617;15237.56934;1421.502808;1863.474854;1914.95459
28656000;3021.628906;2640.61084;1396.386841;17358.66992;16414.98828;1987.717529;930.3250732;3013.210938
28659600;1456.561768;1482.483887;738.7225952;14080.39258;13729.82227;1375.592041;1079.533691;1511.660522
28663200;2178.742432;1086.95813;912.0686646;15194.17383;14178.35059;1620.382568;1855.316528;1824.547852
28666800;2554.709229;2962.651855;1067.104126;15298.42188;15840.31543;1431.230103;1599.367432;2528.637207
28670400;3099.874023;4206.79248;4018.931885;16588.55273;17625.54297;2353.301758;1588.815918;2151.209473
28674000;632.5081177;1010.368469;1405.362549;12439.00586;13222.50293;861.7664795;945.4259644;1295.612061
28677600;3306.554199;1165.945313;2937.543701;16873.24609;14154.50391;1102.874146;953.1125488;973.1970215
28681200;1338.422607;1241.625732;2073.746338;13134.6416;12406.31152;478.6369019;685.6793213;346.42276
28684800;781.6263428;692.0009766;1416.36377;12243.35938;11054.47363;282.0469971;405.5993042;17.9473114
28688400;2001.01062;388.1858826;1962.569092;14685.30957;13158.03516;963.0808716;698.2857056;87.4679184
28692000;1999.657104;2044.553223;1638.469116;14773.08594;14534.09766;290.1567688;1150.773926;786.3098145
28695600;435.5532227;639.2044067;0;10236.07422;7622.526367;735.6577759;597.3630371;778.527771
28699200;34.66694641;401.4613953;297.7807007;9111.269531;10030.72852;450.2383118;1022.461182;489.1446228
28702800;480.1870117;791.8783569;667.1304321;4555.733398;8103.871582;797.4014282;828.9689331;1095.827393
28706400;526.0617676;730.8912964;673.2362061;11196.25;11178.82031;779.6149292;1365.166382;1017.463562
28710000;548.2403564;1674.325928;1941.928955;13305.2959;12608.83105;1341.860596;1730.726807;2002.475952
28713600;3037.234619;1297.171265;1616.496948;14996.29199;13978.39355;2197.733643;2261.69873;1573.906738
28717200;1966.697266;1417.188965;1713.658447;13696.66602;12975.1377;1776.934692;1847.746582;2266.81543
28720800;6948.815918;8689.210938;4533.041992;20029.94531;22261.04883;2690.399414;4369.975098;4206.311523
28724400;6038.464355;5046.612305;2994.832275;19756.58789;19324.18945;2770.031738;966.1560669;5007.858887
28728000;4557.993164;6830.26123;4612.28125;18337.2793;21616.40039;6088.296387;1209.760132;3248.937744
28731600;2667.7229;2777.652344;3326.684814;17508.6543;17357.56836;3417.48584;1491.605957;3302.100586
28735200;3106.324951;3529.53418;1628.383911;17751.30273;18183.36914;2616.051758;1921.908569;3146.778809
28738800;1486.461426;1952.197876;473.2818909;13584.10547;15330.85254;1580.490845;1585.9646;2150.851318
28742400;1862.496094;2487.696045;569.2211914;16507.61328;16616.85156;2539.783203;1194.027466;2611.815918
28746000;706.439209;1117.201904;184.3444672;11458.78613;13706.51563;802.1455078;672.0692139;1041.67334
28749600;1031.239258;976.4196167;399.0411377;13550.74707;14307.82617;1138.362427;664.4597168;1372.683472
28753200;1194.682617;3269.516846;830.979126;15756.09082;15075.77539;1549.371216;997.0082397;3287.265869
28756800;3084.675293;4320.10791;3984.331055;17208.38867;18193.50195;3010.330322;1553.296875;2866.130371
28760400;1547.608521;1255.781494;1938.727905;14866.81934;13661.60742;1366.779541;1738.761475;1648.908936
28764000;4015.906494;1866.306274;3718.350586;17803.3457;14882.3877;2289.748779;1796.521851;2276.943604
28767600;2018.531006;1679.571411;2807.279297;14089.19531;14116.81152;1674.55481;1209.767578;2198.691162
28771200;1656.366333;1054.344849;1529.977173;14802.83984;11751.86523;803.0120239;682.2042847;1157.419312
28774800;2541.101074;746.8381958;2430.508789;14756.74609;14418.27441;1515.096069;1160.661255;252.8520508
28778400;1420.561646;2351.219971;2116.449219;15228.79688;13908.42773;631.1931152;1753.340942;1205.209961
28782000;457.7144775;438.5844727;36.44622421;11593.15039;8204.217773;856.4019775;1241.052124;1152.927124
28785600;0;482.778595;228.5723572;8868.283203;11168.92773;227.9369659;1534.860107;277.2049255
28789200;619.8803101;675.8751221;1040.537598;4683.25;8293.842773;1091.053101;1816.976563;1052.984253
28792800;730.7790527;800.4570923;992.6261597;11777.92383;11834.8125;1385.181519;1554.968628;1037.404297
28796400;2394.920654;1669.368774;2152.839355;13613.40625;12925.80957;1849.890991;1974.863403;2018.038818
28800000;3396.501709;1313.356445;1722.908081;14987.63281;13841.06055;2582.546143;2370.390625;1595.893066
28803600;2096.111572;1134.469727;1994.796509;13401.72168;12700.67578;1838.416382;1949.020264;2697.459473
28807200;7203.255859;7203.057129;5217.456543;20306.78125;22352.91992;2578.626953;4518.942871;5118.176758
28810800;6195.607422;5261.50293;4845.125;20042.6582;19733.38867;2611.878174;1329.082153;4743.007324
28814400;6204.049805;7455.492676;5463.389648;21110.64063;22680.44922;6102.463867;2396.923096;3319.321045
28818000;2874.627441;2873.129883;3919.692139;18073.32227;18054.55078;4471.604492;2213.105713;2340.01123
28821600;4062.108643;3555.983643;3505.513184;19430.25977;18569.71094;3033.060303;2751.799805;2530.578857
28825200;2392.367676;1836.34314;1902.990967;17250.02148;17160.07031;2112.685791;3209.73584;2762.60498
28828800;4162.02832;3101.421875;2715.523193;19651.18945;18764.89063;3100.48877;1784.44873;3191.70752
28832400;2083.751221;2020.753296;920.5526123;16501.13086;16103.24219;1933.742554;1636.023071;1613.413696
28836000;3081.572754;2330.085693;1748.479492;18026.125;16906.85742;2851.042725;1693.807129;2771.530518
28839600;3423.873779;3913.028809;1840.635254;19719.51953;19788.60742;2678.087402;1693.233032;4248.632324
28843200;4341.054688;5307.449707;6482.8125;20922.02734;21164.02344;4025.764893;2987.517334;3540.240234
28846800;2951.042725;2339.240723;1407.943237;18136.62695;17685.60938;1972.837524;1274.247803;2683.250732
28850400;3841.912598;2340.010986;3289.624268;19834.08594;18026.10547;2554.677734;1669.531006;1962.97229
28854000;1984.438599;2247.268555;2399.72998;16013.09375;16629.86914;2308.585693;976.0419312;1525.454956
28857600;1603.230957;1217.048218;1829.502441;16560.84961;16377.55566;1505.56311;1317.61377;1153.477173
28861200;1886.626587;2635.438721;2315.806885;17615.98242;18460.94531;2399.167969;1773.171997;1344.848511
28864800;2265.272705;2368.575439;2053.52417;16740.34375;18221.41406;1079.346802;1185.031128;3542.725586
28868400;654.9345703;285.0316162;875.5903931;12860.01563;10793.38184;1544.498047;915.8048706;1668.685425
28872000;0;241.6222229;334.7232361;11466.31738;13750.55176;498.5846863;1369.040771;661.1572266
28875600;605.3216553;1285.591675;1205.176025;5409.125;10533.60938;1344.823242;2399.818359;1342.340454
28879200;619.1382446;1295.084595;1604.612549;13941.2373;14744.82715;2320.146973;2011.536377;1361.24646
28882800;1711.116333;2347.989014;2368.751221;16093.39551;15978.52344;2281.803223;2403.74292;2793.220947
28886400;3082.976318;2687.576172;1827.949341;17744.08594;17121.48633;3038.077881;2886.981445;2205.608398
28890000;2312.695557;2224.621094;2266.291016;16482.96484;16170.34668;2545.771484;2503.949219;3902.228027
28893600;7894.234863;9513.408203;5018.381836;23203.69531;25629.93945;4969.148438;4827.291992;6073.748047
28897200;7403.138672;6802.797852;6418.875488;23481.80859;23298.875;4518.26416;2991.192139;6807.026367
28900800;6449.140625;7988.552734;8182.202637;23204.00977;24807.50586;6554.33252;4912.190918;4250.594238
28904400;3560.1521;2394.468994;4086.154053;20493.09766;18751.86133;3682.283203;1727.295776;2261.529541
28908000;3988.542969;2722.474609;3358.06958;20895.07617;17651.76758;1236.990356;2899.357178;1799.696289
28911600;2265.711182;1176.343994;1168.617065;17560.10938;14261.03906;1004.883972;855.888916;1116.137085
28915200;3118.015137;469.9362183;2026.466553;19747.44922;15721.96289;1603.45459;1467.71936;1872.110352
28918800;1686.902954;758.1559448;469.891571;16719.50977;13660.87109;622.0838623;825.619751;1017.190491
28922400;2598.696777;930.7628174;1353.675781;19023.11523;16328.40918;152.1308289;1811.729126;936.0455933
28926000;2733.388428;1988.550293;1261.26123;19482.89453;18179.87305;824.640564;1623.939697;2266.930664
28929600;4038.505371;2276.256348;4513.916992;20667.57227;20161.66797;1518.835205;1408.477051;2817.519043
28933200;2485.883545;378.4561768;1357.990356;18832.73633;15224.87988;796.4719238;785.2758179;2635.146729
28936800;2692.901123;352.9090881;2794.800781;19434.24219;15710.10352;1949.266724;921.9872437;3021.89209
28940400;1258.237549;1080.980835;2057.109619;17068.08203;17510.83594;2386.101807;1502.790039;2245.789307
28944000;1429.538818;1165.997681;1853.081909;16973.04102;17945.23438;1177.549316;1076.770752;1844.848755
28947600;2848.262451;1504.724121;2546.638184;18909.60547;20054.14063;2780.487793;2409.645264;1292.88147
28951200;1248.443848;3009.806885;1692.040894;18866.91602;19895.16016;1314.755981;1934.305664;3203.35498
28954800;757.0375977;690.6517944;241.8770294;13489.94141;12588.82031;1558.773438;1344.978516;2227.749268
28958400;0;1298.428833;207.1256104;12748.66992;14902.74707;641.6663208;1779.981323;932.3983765
28962000;672.0110474;933.0446777;1036.626099;5804.745117;10720.53809;1052.537598;2503.152588;1320.799072
28965600;659.09729;1015.52594;920.043396;14725.54199;15206.99121;2242.645996;2185.097168;1460.935303
28969200;3014.262695;2172.08252;2507.189697;17398.73047;16853.95313;2555.428467;2245.296875;1819.150635
28972800;4264.693359;3569.978271;2231.60498;19419.55273;18614.33203;3326.974365;2868.095459;2525.395508
28976400;2936.224854;2301.729492;2868.113281;18039.62109;17260.65625;2687.5354;2408.336914;4223.763184
28980000;8066.10791;10399.73828;5753.246582;24040.18555;26852.66211;3560.849609;4906.773438;6252.895996
28983600;7433.157715;6491.945313;6589.566406;23825.03906;23371.78125;4293.091797;3292.911377;6692.338867
28987200;6984.928711;8213.765625;8288.22168;23910.86133;25212.25391;6562.169922;4014.74585;4741.525391
28990800;3847.462891;2406.003662;3903.152344;20782.76367;19337.42773;3762;1937.834595;3241.804443
